#	case_name	geom_name	alt_kft	Re	M_inf	alpha_deg	beta_deg	CD	CL	CMy
case_3431	geom_343	0.9521	32350000.0	0.1935	7.825	0.0	0.0198406	0.242318	-0.125435	
case_4007	geom_400	14.91	26280000.0	0.2911	3.468	0.0	0.00646341	0.0823972	-0.0283865	
case_7509	geom_750	29.44	4675000.0	0.1937	-1.168	0.0	0.00840493	-0.0235871	0.00982165	
case_3852	geom_385	38.73	7012000.0	0.2161	10.51	0.0	0.0207241	0.172625	-0.0542942	
case_0225	geom_022	15.22	44070000.0	0.4212	-2.881	0.0	0.00714162	-0.105791	0.0561433	
case_9816	geom_981	9.987	5089000.0	0.1263	6.424	0.0	0.0249894	0.239989	-0.125901	
case_3451	geom_345	38.51	4374000.0	0.3665	18.29	0.0	0.0635882	0.244057	-0.0828708	
case_1741	geom_174	1.195	97740000.0	0.4667	5.912	0.0	0.00894373	0.133211	-0.0436534	
case_4896	geom_489	36.45	1178000.0	0.07098	-5.247	0.0	0.0253118	-0.12223	0.0533153	
case_4003	geom_400	11.63	23360000.0	0.3201	17.44	0.0	0.0574687	0.29758	-0.100847	
case_4551	geom_455	30.41	1623000.0	0.4372	16.97	0.0	0.0966412	0.361443	-0.156441	
case_7129	geom_712	33.46	2778000.0	0.2503	6.061	0.0	0.0175828	0.207355	-0.11151	
case_4557	geom_455	10.09	15410000.0	0.3526	4.974	0.0	0.0102463	0.18279	-0.081053	
case_3475	geom_347	30.31	7292000.0	0.4106	-4.978	0.0	0.00792506	-0.0754788	0.0237258	
case_0483	geom_048	18.39	7584000.0	0.3822	1.734	0.0	0.00648104	0.0578971	-0.0266534	
case_4544	geom_454	36.21	11690000.0	0.4255	-4.281	0.0	0.0101971	-0.124073	0.0548389	
case_3680	geom_368	1.409	32210000.0	0.3273	15.06	0.0	0.073117	0.312855	-0.142944	
case_3392	geom_339	38.1	15440000.0	0.2882	15.76	0.0	0.0733985	0.313786	-0.139284	
case_7986	geom_798	13.18	25840000.0	0.1745	9.653	0.0	0.0201626	0.178424	-0.0598558	
case_6588	geom_658	11.82	12260000.0	0.1647	-2.35	0.0	0.0127856	-0.065342	0.0276851	
case_0117	geom_011	6.842	40110000.0	0.3079	-4.984	0.0	0.00625002	-0.0716251	0.0240743	
case_9535	geom_953	37.39	7757000.0	0.3582	6.406	0.0	0.0118596	0.139052	-0.0590275	
case_3721	geom_372	39.5	15570000.0	0.2444	11.68	0.0	0.0201685	0.165391	-0.0515601	
case_5722	geom_572	27.69	12620000.0	0.1406	17.47	0.0	0.0549115	0.275542	-0.107585	
case_8856	geom_885	28.55	17580000.0	0.3018	0.06695	0.0	0.00541545	0.00412349	-0.0015959	
case_8482	geom_848	14.6	31720000.0	0.3922	-8.959	0.0	0.0249751	-0.376177	0.203272	
case_8581	geom_858	7.396	63990000.0	0.3759	13.87	0.0	0.0398984	0.178716	-0.0543426	
case_0802	geom_080	29.11	18290000.0	0.4461	7.421	0.0	0.0138065	0.199125	-0.0722385	
case_5450	geom_545	18.94	31400000.0	0.2537	-8.032	0.0	0.0201472	-0.290235	0.151759	
case_3491	geom_349	15.13	44190000.0	0.4794	17.29	0.0	0.0712482	0.24997	-0.0908931	
case_7963	geom_796	17.74	3084000.0	0.0524	-2.129	0.0	0.0320235	-0.0642818	0.0294332	
case_2046	geom_204	38.83	2519000.0	0.1441	10.96	0.0	0.03582	0.29157	-0.14296	
case_6290	geom_629	30.64	427700.0	0.2524	16.5	0.0	0.059421	0.214985	-0.0762676	
case_0911	geom_091	15.24	42590000.0	0.3235	17.15	0.0	0.0887985	0.343528	-0.135437	
case_7432	geom_743	3.608	73030000.0	0.4342	-4.355	0.0	0.00495508	-0.0673404	0.0201294	
case_8481	geom_848	5.053	19690000.0	0.1536	-2.656	0.0	0.0149626	-0.104024	0.0563252	
case_4432	geom_443	35.62	1032000.0	0.2905	-3.446	0.0	0.0109358	-0.0719936	0.0321264	
case_0882	geom_088	34.72	18750000.0	0.3639	-2.893	0.0	0.00656731	-0.0491477	0.0144471	
case_3699	geom_369	18.69	20330000.0	0.2248	7.627	0.0	0.0122931	0.113068	-0.0430832	
case_7474	geom_747	2.651	3854000.0	0.125	-7.956	0.0	0.0278886	-0.279254	0.130527	
case_3222	geom_322	37.03	4200000.0	0.1017	16.62	0.0	0.0358113	0.169215	-0.0576933	
case_7743	geom_774	6.462	6749000.0	0.1702	18.04	0.0	0.051345	0.23242	-0.0688114	
case_3681	geom_368	10.77	5735000.0	0.4447	12.0	0.0	0.0429426	0.296272	-0.131306	
case_8281	geom_828	37.7	11260000.0	0.4239	11.32	0.0	0.0197142	0.167488	-0.0545077	
case_9028	geom_902	39.18	19480000.0	0.3705	19.97	0.0	0.115903	0.423958	-0.178351	
case_9124	geom_912	39.82	579600.0	0.1936	-8.302	0.0	0.0194853	-0.159193	0.0588458	
case_0205	geom_020	33.27	14370000.0	0.4944	19.02	0.0	0.0722215	0.206043	-0.0866286	
case_0140	geom_014	2.194	84550000.0	0.4634	5.416	0.0	0.00924797	0.185182	-0.103503	
case_9024	geom_902	4.026	50030000.0	0.4558	16.61	0.0	0.0988253	0.33787	-0.147746	
case_8535	geom_853	10.85	10600000.0	0.09508	-7.226	0.0	0.0239349	-0.183564	0.0877442	
case_3725	geom_372	22.15	8740000.0	0.4806	3.837	0.0	0.00529388	0.0588767	-0.0178946	
case_8424	geom_842	0.0363	38050000.0	0.4617	-2.104	0.0	0.00436454	-0.0480915	0.0213835	
case_7115	geom_711	19.22	30450000.0	0.4119	9.801	0.0	0.0142764	0.152475	-0.0573165	
case_8578	geom_857	22.95	478000.0	0.1534	-2.95	0.0	0.0162308	-0.075521	0.0250073	
case_0435	geom_043	25.16	47040000.0	0.4849	-5.676	0.0	0.00928809	-0.184183	0.0680532	
case_5156	geom_515	21.98	23500000.0	0.3714	11.68	0.0	0.0425186	0.301573	-0.138862	
case_4828	geom_482	32.53	25900000.0	0.3706	3.867	0.0	0.00605971	0.084468	-0.0323053	
case_8601	geom_860	6.186	58030000.0	0.3769	-8.983	0.0	0.0151962	-0.210625	0.103381	
case_9380	geom_938	27.23	14490000.0	0.3946	-6.413	0.0	0.0109613	-0.149909	0.0617983	
case_9808	geom_980	28.29	2092000.0	0.05082	9.679	0.0	0.0498914	0.269732	-0.122307	
case_4590	geom_459	29.06	26240000.0	0.3587	-1.697	0.0	0.00455109	-0.028771	0.0102404	
case_0167	geom_016	12.3	37220000.0	0.2941	3.819	0.0	0.00664698	0.0966889	-0.0400779	
case_3482	geom_348	30.02	17530000.0	0.2912	-8.402	0.0	0.010159	-0.114494	0.0351875	
case_2858	geom_285	27.08	6868000.0	0.2545	13.18	0.0	0.0395176	0.31773	-0.118533	
case_0878	geom_087	11.62	6404000.0	0.06593	6.045	0.0	0.0328944	0.20633	-0.0810179	
case_6335	geom_633	10.5	20900000.0	0.2718	8.688	0.0	0.0173047	0.220207	-0.080868	
case_6238	geom_623	8.715	59090000.0	0.3693	11.22	0.0	0.0319077	0.219817	-0.0897646	
case_0493	geom_049	4.074	25190000.0	0.4962	3.764	0.0	0.00744659	0.134363	-0.0723453	
case_2533	geom_253	2.963	45080000.0	0.3718	2.722	0.0	0.00560613	0.0754391	-0.025463	
case_0473	geom_047	2.541	21630000.0	0.4881	11.05	0.0	0.0185115	0.159492	-0.0489673	
case_4935	geom_493	5.582	22450000.0	0.2058	15.1	0.0	0.0361358	0.216605	-0.0736578	
case_9766	geom_976	17.38	27820000.0	0.1981	0.2928	0.0	0.00807168	0.0155241	-0.00714985	
